Name,Category,City,Country,IG,URL,Última edición
Los York,Motion Graphics,Los Angeles,USA,https://www.instagram.com/los_york/,https://losyork.tv/,2 de junio de 2023 13:04
Believe In,Branding,"Exeter, Mono","Canada, UK",https://www.instagram.com/believeindesign/,https://believein.net/,2 de junio de 2023 13:06
Querida,Graphic Design,Barcelona,Spain,https://www.instagram.com/querida__si/,https://querida.si/,2 de junio de 2023 13:08
P.A.R,"Branding, Graphic Design",Barcelona,Spain,https://www.instagram.com/worksbypar/,https://p-a-r.net/,2 de junio de 2023 13:10
Swear Words,Branding,Melbourne,Australia,https://www.instagram.com/swear_words/,https://swearwords.com.au/,2 de junio de 2023 13:11
Play&Type,"Branding, Graphic Design",Barcelona,Spain,https://www.instagram.com/playandtypestudio/,https://www.playandtype.com/,2 de junio de 2023 13:13
Giant Ant,Motion Graphics,Vancouver,Australia,https://www.instagram.com/giantantstagram/,https://www.giantant.ca/,2 de junio de 2023 13:14
Scandinavian Design Group,"Branding, Interactive, Packaging",Oslo,Norway,https://www.instagram.com/sdgoslo/,https://sdg.no/,2 de junio de 2023 13:16
Ric Bell,"Branding, Graphic Design",London,UK,https://www.instagram.com/ricbell4416/,http://ricbell.com/,2 de junio de 2023 13:20
Re-public,"Branding, Graphic Design, Interactive",Copenhague,Sweden,https://www.instagram.com/re_public1999/,https://www.re-public.com/,2 de junio de 2023 13:21
Requena ®,"Branding, Graphic Design, Packaging",Barcelona,Spain,https://www.instagram.com/requena.office/,https://andresrequena.es/,2 de junio de 2023 13:24
Canefantasma,"Branding, Graphic Design",Cambridge,UK,https://www.instagram.com/canefantasma/,https://www.canefantasma.com/,2 de junio de 2023 13:26
TwoPoints.Net,"Branding, Graphic Design, Typography","Barcelona, Hamburg","Germany, Spain",https://www.instagram.com/twopointsnet/,https://new.twopoints.net/,27 de agosto de 2025 13:05
Futura,"Branding, Graphic Design",Mexico City,Mexico,https://www.instagram.com/byFutura/,http://byfutura.com/,2 de junio de 2023 13:31
Manual,Branding,San Francisco,USA,https://www.instagram.com/manual_sf/?hl=en/,https://manualcreative.com/,2 de junio de 2023 13:32
Practise,Graphic Design,Providence,USA,https://www.instagram.com/practisetheory/,http://www.practise.co.uk/,2 de junio de 2023 13:37
(Studio) Lotta Nieminen,"Branding, Graphic Design",Helsinki,Finland,https://www.instagram.com/lottanieminen/,https://www.lottanieminen.com/,2 de junio de 2023 13:40
Marks,"Branding, Graphic Design, Interactive",Genève,Switzerland,https://www.instagram.com/marks.gr/,https://marks.gr/,2 de junio de 2023 13:42
Vasava,"Branding, Graphic Design, Interactive, Motion Graphics, Typography",Barcelona,Spain,https://www.instagram.com/vasavastudio/,https://www.vasava.es/,2 de junio de 2023 13:43
David Wall,Graphic Design,Dublin,Ireland,,https://davidfwall.com/,2 de junio de 2023 13:45
Ritxi Ostáriz,"Branding, Graphic Design",,,https://www.instagram.com/ritxiostariz.pro/,https://www.ritxiostariz.com/,2 de junio de 2023 13:49
Tres Tipos Gráficos,"Branding, Graphic Design, Interactive",Madrid,Spain,https://www.instagram.com/3tgraficos/,https://trestiposgraficos.com/,2 de junio de 2023 13:51
Bedow,"Branding, Graphic Design, Packaging",Stockholm,Sweden,https://www.instagram.com/bedowdesign/,https://www.bedow.se/,2 de junio de 2023 13:52
Atipus Studio,"Branding, Graphic Design, Packaging",Barcelona,Spain,https://www.instagram.com/atipus/,https://atipus.com/,2 de junio de 2023 13:53
Sonny & Biddy,"Graphic Design, Illustration",,Australia,https://www.instagram.com/sonnyandbiddy/,http://sonnyandbiddy.com/,2 de junio de 2023 13:56
Ronda,Motion Graphics,Buenos Aires,Argentina,https://www.instagram.com/estudioronda/,https://www.estudioronda.com.ar/,2 de junio de 2023 13:58
Freytag Anderson,Branding,"Glasgow, Oban",Scotland,https://www.instagram.com/freytaganderson/,https://www.freytaganderson.com/,2 de junio de 2023 14:00
Lo Siento,"Branding, Graphic Design, Packaging, Typography",Barcelona,Spain,https://www.instagram.com/losientostudio/,http://www.losiento.net/,2 de junio de 2023 14:02
HelloMe,Graphic Design,Berlin,Germany,https://www.instagram.com/hellome.studio/,https://hellome.studio/,2 de junio de 2023 14:06
Neubau,"Branding, Graphic Design, Typography",Berlin,Germany,https://www.instagram.com/neubauberlin/,https://neubauberlin.com/,2 de junio de 2023 14:08
HORT,Graphic Design,Berlin,Germany,https://www.instagram.com/hortberlin/,https://www.hort.org.uk/,2 de junio de 2023 14:10
Bleed,Branding,"Oslo, Vienna","Austria, Norway",https://www.instagram.com/bleed.studio/,https://bleed.com/,2 de junio de 2023 14:12
Holke 79,Motion Graphics,Madrid,Spain,https://www.instagram.com/holke79/,https://www.holke79.com/,2 de junio de 2023 14:13
Toormix,"Branding, Graphic Design, Interactive",Barcelona,Spain,https://www.instagram.com/toormix/,https://toormix.com/,2 de junio de 2023 14:16
OHMY,"Branding, Graphic Design, Interactive",Leamington Spa,UK,https://www.instagram.com/ohmy.studio/,https://www.ohmy.studio/,2 de junio de 2023 18:50
helloMuller,"Branding, Graphic Design, Interactive",London,UK,https://www.instagram.com/hellomuller/,https://www.hellomuller.com/,2 de junio de 2023 18:51
mainstudio,Graphic Design,Amsterdam,The Netherlands,https://www.instagram.com/mainstudio/,https://mainstudio.com/,2 de junio de 2023 18:55
MultiAdaptor,Branding,London,UK,https://www.instagram.com/multiadaptor/,https://multiadaptor.com/,2 de junio de 2023 18:59
Kurppa Hosk,"Branding, Graphic Design, Interactive, Packaging, Typography","New York, Stockholm","Sweden, USA",https://www.instagram.com/kurppahosk/,https://kurppahosk.com/,2 de junio de 2023 19:01
Artiva Design,"Branding, Graphic Design",Genoa,Italy,https://www.instagram.com/artivadesign/,https://www.artiva.it/,2 de junio de 2023 19:07
Rafa Goicoechea,"Graphic Design, Typography",Barcelona,Spain,https://www.instagram.com/rafagoicoechea/,https://www.rafagoicoechea.info/,2 de junio de 2023 19:10
Treintayseis,"Branding, Graphic Design, Typography",Barcelona,Spain,https://www.instagram.com/treintayseisestudio/,https://treintayseis.net/,2 de junio de 2023 19:11
Anagrama,"Branding, Packaging","Mexico City, Monterrey, Tokyo","Japan, Mexico, USA",https://www.instagram.com/anagramastudio/,https://www.anagrama.com/,2 de junio de 2023 19:14
Laundry,Motion Graphics,"Los Angeles, New York, San Francisco",USA,https://www.instagram.com/laundry_studios/,https://laundry.studio/,2 de junio de 2023 19:15
Confederation Studio,"Branding, Motion Graphics",London,UK,https://www.instagram.com/confederationstudio/,https://www.confederationstudio.com/,2 de junio de 2023 19:17
Maddison Graphic,Graphic Design,Norwich,UK,https://www.instagram.com/maddison_graphic/,https://www.maddisongraphic.com/,2 de junio de 2023 19:19
Mucho,Branding,"Barcelona, Melbourne, Paris, San Francisco","Australia, France, Spain, USA",https://www.instagram.com/wearemucho/,https://wearemucho.com/,2 de junio de 2023 19:21
Heydays,Branding,Oslo,Norway,https://www.instagram.com/heydaysoslo/,https://heydays.no/,2 de junio de 2023 19:22
Hingston Studio,Graphic Design,London,UK,https://www.instagram.com/hingstonstudio/,https://www.hingston.net/,2 de junio de 2023 19:24
Experimental Jetset,Graphic Design,Amsterdam,The Netherlands,https://www.instagram.com/jetset_experimental/,https://www.jetset.nl/,2 de junio de 2023 19:26
chevalvert,Graphic Design,Paris,France,https://www.instagram.com/chevalvert_studio/,https://chevalvert.fr/,2 de junio de 2023 19:28
Salva Office,"Branding, Graphic Design, Packaging",Madrid,Spain,https://www.instagram.com/salva.office/,https://www.salvagonzalez.com/,2 de junio de 2023 19:48
Studio Albert Romagosa,Graphic Design,Barcelona,Spain,https://www.instagram.com/studioalbertromagosa/,https://www.albertromagosa.com/,2 de junio de 2023 19:50
Artofmany,"Branding, Graphic Design","Barcelona, Dubai","Spain, United Arab Emirates",https://www.instagram.com/artofmanybcn/,https://artofmany.com/,2 de junio de 2023 19:52
Bendita Gloria,"Branding, Graphic Design, Packaging",Barcelona,Spain,https://www.instagram.com/bendita_gloria/,http://www.benditagloria.com/,2 de junio de 2023 19:56
Bildi,"Branding, Packaging",Mediona,Spain,https://www.instagram.com/bildikunlabi/,https://www.bildi.net/,2 de junio de 2023 19:59
bRIDA®,Branding,Malaga,Spain,https://www.instagram.com/brida.studio/,http://brida.es/,2 de junio de 2023 20:01
Codea Studio,"Branding, Graphic Design",Barcelona,Spain,https://www.instagram.com/codeastudio/,https://codeastudio.com/,2 de junio de 2023 20:05
creanet,"Branding, Graphic Design",Malaga,Spain,https://www.instagram.com/creanetstudio/,https://www.creanet.es/,2 de junio de 2023 20:07
CuldeSac,"Branding, Packaging",Valencia,Spain,https://www.instagram.com/culdesac_es/?hl=es,https://www.culdesac.es/,2 de junio de 2023 20:08
Cómo Design,"Branding, Graphic Design, Packaging",Barcelona,Spain,https://www.instagram.com/como_design/,https://www.comodesign.es/,2 de junio de 2023 20:10
Domo-A,"Branding, Interactive, Packaging",Barcelona,Spain,https://www.instagram.com/domoa/,https://domo-a.com/,2 de junio de 2023 20:12
Gaëlle Alemany,"Branding, Graphic Design, Interactive, Packaging",Barcelona,Spain,https://www.instagram.com/gaelle_alemany_studio/,https://gaellealemany.com/,2 de junio de 2023 20:14
Sutil,"Branding, Packaging",Barcelona,Spain,https://www.instagram.com/sutilestudio/,https://www.sutil.pro/,2 de junio de 2023 20:15
dous.studio,"Branding, Illustration, Interactive",Madrid,Spain,https://www.instagram.com/dous.studio/,https://dous.studio/,2 de junio de 2023 20:17
Esiete,"Branding, Illustration, Interactive",Barcelona,Spain,https://www.instagram.com/esietebcn/,https://www.esiete.com/,2 de junio de 2023 20:18
espluga+associates,Branding,Barcelona,Spain,https://www.instagram.com/esplugaassociates/,https://www.espluga.net/,2 de junio de 2023 20:19
Exit.Design,Branding,Barcelona,Spain,https://www.instagram.com/exitdesign/,https://exitdesign.com/,2 de junio de 2023 20:23
fagerström,"Branding, Illustration, Interactive",Madrid,Spain,https://www.instagram.com/fagerstrom.studio/,https://fagerstrom.studio/,2 de junio de 2023 20:25
fase,,Valencia,Spain,,https://fase-studio.com/,2 de junio de 2023 20:25
Due Studio,"Graphic Design, Typography",Perugia,Italy,https://www.instagram.com/due_std/,https://www.due-studio.com/,3 de junio de 2023 12:11
Desisto,"Branding, Graphic Design",Lisbon,Portugal,https://www.instagram.com/desisto.pt/,http://desisto.pt/,3 de junio de 2023 12:13
Times Two,"Branding, Interactive","New York, San Francisco",USA,https://www.instagram.com/timestwo.design/,https://timestwo.design/,3 de junio de 2023 12:16
Flat,"Branding, Packaging",Pamplona,Spain,https://www.instagram.com/flatbrands/,https://www.flatbrands.com/,3 de junio de 2023 19:43
firma,Branding,"Barcelona, Miami","Spain, USA",https://www.instagram.com/wearefirma/,https://www.wearefirma.com/,3 de junio de 2023 19:45
Folch,"Branding, Graphic Design, Motion Graphics, Packaging, Typography","Barcelona, Madrid",Spain,https://www.instagram.com/folchstudio/,https://www.folchstudio.com/,4 de junio de 2023 19:48
Cocu,"Branding, Graphic Design, Packaging",Barcelona,Spain,https://www.instagram.com/wearecocu/,https://wearecocu.com/,4 de junio de 2023 19:49
Grupo Ingenio,"Branding, Graphic Design",Cadiz,Spain,,http://www.grin-project.com/es,4 de junio de 2023 19:52
Hey,"Branding, Graphic Design, Illustration, Packaging",Barcelona,Spain,https://www.instagram.com/heystudio/,https://heystudio.es/,4 de junio de 2023 19:54
Huaman,"Graphic Design, Interactive, Motion Graphics",Barcelona,Spain,https://www.instagram.com/huaman_studio/,https://www.huamanstudio.com/en/,4 de junio de 2023 19:55
Husmee,"Branding, Graphic Design",Irun,Spain,https://www.instagram.com/estudiohusmee/,https://www.husmee.com/,4 de junio de 2023 19:56
Koln Studio,"Graphic Design, Interactive",Madrid,Spain,https://www.instagram.com/kolnstudio/,http://kolnstudio.com/,4 de junio de 2023 19:58
Marnich,Graphic Design,Barcelona,Spain,https://www.instagram.com/wladimirmarnich/,http://www.marnich.com/,4 de junio de 2023 20:00
Mayúscula,Branding,Barcelona,Spain,https://www.instagram.com/mayusculabrands/,https://mayuscula.es/,4 de junio de 2023 20:02
Modik,Motion Graphics,Madrid,Spain,https://www.instagram.com/modik_motion/,https://modik.es/,4 de junio de 2023 20:03
Morillas,"Branding, Interactive, Packaging","Barcelona, Guatemala, Madrid","Guatemala, Spain",https://www.instagram.com/morillasbranding/,https://www.morillas.com/,4 de junio de 2023 20:05
Mubien Brands,Branding,Santander,Spain,https://www.instagram.com/mubienbrands/,https://mubien.com/,4 de junio de 2023 20:06
PUM!,Interactive,Madrid,Spain,https://www.instagram.com/pumestudio/,http://pumestudio.com/,4 de junio de 2023 20:09
Run,Graphic Design,Barcelona,Spain,https://www.instagram.com/run.design/,https://rundesign.net/,4 de junio de 2023 20:10
Saffron,"Branding, Packaging","Istanbul, London, Madrid, Vienna","Austria, Spain, Turkey, UK",https://www.instagram.com/saffron_bc/,https://saffron-consultants.com/,4 de junio de 2023 20:12
Sergio Juan Studio,Graphic Design,Barcelona,Spain,https://www.instagram.com/sergiojuan_studio/,https://www.sergiojuan.com/,4 de junio de 2023 20:13
Seriesnemo,"Branding, Packaging",Barcelona,Spain,https://www.instagram.com/seriesnemo/,https://seriesnemo.com/,4 de junio de 2023 20:14
Small,Branding,Alicante,Spain,https://www.instagram.com/wearesmall_/,https://www.wearesmall.es/,4 de junio de 2023 20:16
Soon In Tokyo,Branding,Barcelona,Spain,https://www.instagram.com/soonintokyo/,https://www.soonintokyo.com/,4 de junio de 2023 20:18
Studio Aparte,Graphic Design,Barcelona,Spain,,http://studioaparte.com/,4 de junio de 2023 20:19
Studio Banana,"Branding, Graphic Design","Basel, Lausanne, London, Madrid","Spain, Switzerland, UK",https://www.instagram.com/studiobanana/,https://studiobanana.com/,4 de junio de 2023 20:21
Suki Design Studio,"Branding, Graphic Design, Interactive, Packaging",Vic,Spain,https://www.instagram.com/sukidesign/,http://suki.ws/,4 de junio de 2023 20:22
Summa Branding,Branding,"Barcelona, Lisbon, Madrid","Portugal, Spain",https://www.instagram.com/summabranding/,https://summa.es/,4 de junio de 2023 20:25
Séptimo,"Branding, Packaging",Barcelona,Spain,https://www.instagram.com/septimo.co/,https://septimo.co/,4 de junio de 2023 20:27
The Woork Co,Branding,Madrid,Spain,https://www.instagram.com/thewoorkco/,http://www.thewoork.co/,4 de junio de 2023 20:29
underbau,Graphic Design,Madrid,Spain,https://www.instagram.com/underbau/,http://underbau.com/,4 de junio de 2023 20:30
VXLAB,"Branding, Graphic Design",Castellon,Spain,https://www.instagram.com/vxlab/?hl=es,https://www.vxlab.org/,4 de junio de 2023 20:32
Wozere,Graphic Design,Madrid,Spain,https://www.instagram.com/wozerestudio/,https://wozere.com/,4 de junio de 2023 20:33
Zoo Studio,"Branding, Packaging",Vic,Spain,https://www.instagram.com/zoo_studio/,https://zoo.ad/,4 de junio de 2023 20:35
Studio Carreras,"Graphic Design, Illustration",Girona,Spain,https://www.instagram.com/studioCarreras/,https://studiocarreras.com/,5 de junio de 2023 9:16
Serena Studio,Branding,Barcelona,Spain,https://www.instagram.com/serena_studio/,https://www.serena.studio/,5 de junio de 2023 9:18
25AH,"Branding, Graphic Design",Stockholm,Sweden,https://www.instagram.com/25ah.se/,https://www.25ah.se/,5 de junio de 2023 9:20
ACNE,"Branding, Graphic Design, Illustration","Berlin, London, Stockholm","Germany, Sweden, UK",https://www.instagram.com/acne_family/,https://www.acne.se/,5 de junio de 2023 9:23
Add Studio,Branding,Stockholm,Sweden,https://www.instagram.com/add_studio/,https://www.addstudio.se/,5 de junio de 2023 13:51
AGoodId,"Branding, Interactive",Stockholm,Sweden,https://www.instagram.com/agoodid/,https://www.agoodid.se/,5 de junio de 2023 13:53
Silver,Branding,Stockholm,Sweden,https://www.instagram.com/silverstockholm/,https://silver.se/,5 de junio de 2023 13:54
Aoki,"Branding, Graphic Design",Göteborg,Sweden,https://www.instagram.com/aoki_sweden/,https://aoki.se/,5 de junio de 2023 13:56
BAS,Branding,Stockholm,Sweden,https://www.instagram.com/basid.se/,https://bas.id/,5 de junio de 2023 13:58
Mutabor,"Branding, Interactive, Packaging","Hamburg, Munich",Germany,https://www.instagram.com/mutabor_official/,https://www.mutabor.de/,5 de junio de 2023 14:08
Bandiz,Graphic Design,Madrid,Spain,https://www.instagram.com/bandizstudio/,https://www.bandizstudio.com/,5 de junio de 2023 15:06
Realmente Bravo,Graphic Design,Elche,Spain,https://www.instagram.com/realmentebravo/?hl=en,https://realmentebravo.com/,5 de junio de 2023 15:11
Cuchillo©,"Graphic Design, Interactive",Bilbao,Spain,https://www.instagram.com/_cuchillo/,https://www.somoscuchillo.com/,5 de junio de 2023 15:13
Paula de Álvaro,Graphic Design,"Barcelona, Madrid, Valencia",Spain,https://www.instagram.com/pauladealvaro/?hl=en,https://pauladealvaro.wordpress.com/,5 de junio de 2023 15:14
Bold,"Branding, Motion Graphics","Copenhague, Oslo, Stockholm","Denmark, Norway, Sweden",https://www.instagram.com/boldscandinavia/,https://www.boldscandinavia.com/,5 de junio de 2023 15:19
EY Doberman,"Branding, Interactive","Copenhague, Helsinki, Oslo, Stockholm","Denmark, Finland, Norway, Sweden",https://www.instagram.com/eydoberman/,https://doberman.co/,5 de junio de 2023 15:25
Identity Works,Branding,Stockholm,Sweden,https://www.instagram.com/identityworks/,https://identityworks.se/,5 de junio de 2023 15:27
The Studio,"Branding, Interactive, Packaging",Stockholm,Spain,https://www.instagram.com/thestudiostockholm/,https://www.the-studio.se/,5 de junio de 2023 15:32
Our Polite Society,"Graphic Design, Typography","Hamburg, Montreal, Stockholm","Canada, Germany, Sweden",https://www.instagram.com/our_polite_society/,https://ourpolitesociety.net/,5 de junio de 2023 15:34
Stockholm Design Lab,"Branding, Interactive, Packaging",Stockholm,Sweden,https://www.instagram.com/sthlmdesignlab/,https://www.stockholmdesignlab.se/,5 de junio de 2023 15:36
North Kingdom,Interactive,"Barcelona, Skellefteå, Stockholm","Spain, Sweden",https://www.instagram.com/northkingdomdesign/,https://www.northkingdom.com/,5 de junio de 2023 15:38
Pasadena Studio,Branding,Stockholm,Sweden,https://www.instagram.com/pasadenastudio/,https://ny.pasadenastudio.se/,5 de junio de 2023 15:41
superstudio,Branding,"Borås, Gothenburg, Stockholm, Varberg",Sweden,,https://superstudio.com/,5 de junio de 2023 15:43
&Walsh,"Branding, Graphic Design",New York,USA,https://www.instagram.com/andwalsh/,https://andwalsh.com/,5 de junio de 2023 15:46
2 x 4,Branding,"Beijing, New York","China, USA",https://www.instagram.com/2x4inc/,https://2x4.org/,5 de junio de 2023 15:47
"50,000feet","Branding, Packaging","Chicago, New York",USA,https://www.instagram.com/weare50k/,https://www.50000feet.com/,5 de junio de 2023 15:49
7D8,Graphic Design,Salt Lake City,USA,https://www.instagram.com/7d8.co/,https://7d8.co/,5 de junio de 2023 15:52
Berger & Föhr,Branding,Boulder,USA,https://www.instagram.com/bergerfohr/,https://bergerfohr.com/,5 de junio de 2023 15:56
Baron & Baron,"Branding, Packaging","New York, Paris","France, USA",https://www.instagram.com/baronandbaron/,http://baron-baron.com/,5 de junio de 2023 15:57
Big Spaceship,"Branding, Interactive","New York, Seattle",USA,https://www.instagram.com/bigspaceship/,https://www.bigspaceship.com/,5 de junio de 2023 15:59
Base,Branding,"Brussels, Genève, Melbourne, New York","Australia, Belgium, Switzerland, USA",https://www.instagram.com/base_design/,https://www.basedesign.com/,5 de junio de 2023 16:02
Brooklyn Digital Foundry,"Branding, Interactive",New York,USA,https://www.instagram.com/brooklynfoundry/,https://brooklynfoundry.com/,5 de junio de 2023 16:08
Felipe Elioenay,"Branding, Interactive",Montreal,Canada,https://www.instagram.com/felipeelioenay/,https://www.flplny.com/,6 de junio de 2023 8:25
OlssønBarbieri,"Branding, Packaging",Oslo,Norway,https://www.instagram.com/olssonbarbieri/,https://olssonbarbieri.com/,7 de junio de 2023 12:26
A Practice for Everyday Life,"Graphic Design, Typography",London,UK,https://www.instagram.com/apracticeforeverydaylife/,https://www.apracticeforeverydaylife.com/,7 de junio de 2023 13:00
Garrett Elizabeth Office,"Branding, Graphic Design, Interactive, Packaging",New York,USA,https://www.instagram.com/garrett_elizabeth_office/,http://geo-nyc.com/,7 de junio de 2023 12:30
All Purpose,"Branding, Graphic Design, Typography",London,UK,https://www.instagram.com/allpurpose.studio/,https://allpurpose.studio/,7 de junio de 2023 13:02
Ania et Lucie,"Branding, Interactive, Packaging",New York,USA,https://www.instagram.com/aniaetlucie/,https://aniaetlucie.com/,7 de junio de 2023 14:54
ANY OTHER NAME,Graphic Design,London,UK,https://www.instagram.com/anyother.name/,https://www.anyother.name/,7 de junio de 2023 14:55
Ateljé Altmann,"Branding, Graphic Design, Packaging",Stockholm,Sweden,https://www.instagram.com/ateljealtmann/,https://ateljealtmann.com/,7 de junio de 2023 14:56
Commission,"Branding, Graphic Design, Packaging",London,UK,https://www.instagram.com/commission.studio/,https://commission.studio/,7 de junio de 2023 15:00
Daniel Carlsten,"Branding, Graphic Design, Illustration, Packaging",Stockholm,Sweden,https://www.instagram.com/daniel_carlsten/,https://www.danielcarlsten.com/,7 de junio de 2023 15:02
Two Times Elliott,"Branding, Graphic Design",London,UK,https://www.instagram.com/twotimeselliott/,https://xx.studio/,27 de agosto de 2025 13:05
International Magic,Interactive,"Bath, Munich","Germany, UK",https://www.instagram.com/intmagicgroup/,https://intmagic.com/,7 de junio de 2023 17:56
Porto Rocha,"Branding, Graphic Design, Interactive",New York,USA,https://www.instagram.com/porto_rocha/,https://portorocha.com/,7 de junio de 2023 18:01
Public Image,"Branding, Graphic Design",Stockholm,Sweden,https://www.instagram.com/publicimage.jpg/,https://public-image.co/,7 de junio de 2023 18:03
Some Days,Graphic Design,"Berkeley, New York",USA,https://www.instagram.com/some__days__/,https://www.somedays.co/,7 de junio de 2023 18:05
Jason Schulte Design,"Branding, Graphic Design, Packaging",San Francisco,USA,https://www.instagram.com/visit_office/,https://www.visitoffice.com/,7 de junio de 2023 18:07
Studio Gruhl,"Branding, Graphic Design",Berlin,Germany,https://www.instagram.com/studiogruhl/,https://www.studiogruhl.com/,7 de junio de 2023 18:14
Parsons,Branding,Galway,Ireland,https://www.instagram.com/_craigparsons/,http://www.parsonsbranding.com/,10 de junio de 2023 10:39
OMSE,Branding,London,UK,https://www.instagram.com/omse.co/,https://omse.co/,10 de junio de 2023 10:40
FCKLCK STUDIO,"Branding, Packaging","Amsterdam, Antwerp, London","Belgium, The Netherlands, UK",https://www.instagram.com/fcklck.studio/,https://fcklck.studio/,10 de junio de 2023 10:43
Saint Urbain,"Branding, Graphic Design, Packaging","Los Angeles, Mexico City, Montreal, New York","Canada, Mexico, USA",https://www.instagram.com/sainturbain/,https://www.sainturbain.com/,10 de junio de 2023 10:45
NOHO,"Branding, Graphic Design, Typography","Barcelona, London, Madrid","Spain, UK",https://www.instagram.com/noho_com/,https://noho.es/,11 de junio de 2023 10:09
VRANDED Haus,Branding,Madrid,Spain,https://www.instagram.com/vranded/?hl=es,https://www.vranded.haus/,11 de junio de 2023 10:19
Diatomic Studio,"Graphic Design, Motion Graphics",Barcelona,Spain,https://www.instagram.com/diatomicstudio/,https://www.diatomicstudio.com/,11 de junio de 2023 10:22
Basora,"Branding, Graphic Design, Packaging",Barcelona,Spain,https://www.instagram.com/basora/,https://basora.info/,11 de junio de 2023 10:24
Tiquismiquis,"Branding, Graphic Design",Malaga,Spain,https://www.instagram.com/tiquismiquis.club/,https://tiquismiquis.club/,11 de junio de 2023 10:32
Carla Palette,"Branding, Graphic Design",Berlin,Germany,https://www.instagram.com/carla.palette/,https://carlapalette.com/,12 de junio de 2023 10:11
W Design Studio,Branding,Istanbul,Turkey,https://www.instagram.com/wdesignbureau/,https://wdesignbureau.com/,12 de junio de 2023 10:16
Self Aware,Interactive,Philadelphia,USA,https://www.instagram.com/selfaware.studio/,https://selfaware.studio/,13 de junio de 2023 9:16
Dops Digital,Interactive,Lviv,Ukraine,https://www.instagram.com/dops.digital/,https://dops.digital/,13 de junio de 2023 9:26
Anton Martinez,"Branding, Graphic Design, Interactive",London,UK,https://www.instagram.com/antograma/,https://antonmartinez.com/,15 de junio de 2023 12:12
Wonderland,"Branding, Interactive",Amsterdam,The Netherlands,https://www.instagram.com/wonderlandstdio/,https://wonderlandams.com/,15 de junio de 2023 12:17
Paseo,"Branding, Graphic Design, Interactive","Madrid, Utrecht","Spain, The Netherlands",https://www.instagram.com/paseo.studio/,https://paseo.studio/,15 de junio de 2023 12:27
Fellas,"Branding, Graphic Design, Interactive",Murcia,Spain,https://www.instagram.com/somosfellas/,https://somosfellas.com/,15 de junio de 2023 12:53
System Studio,"Branding, Interactive, Packaging",London,UK,https://www.instagram.com/systemsstudio/,https://systems-studio.com/,19 de junio de 2023 18:43
A Line Studio,"Branding, Interactive",San Francisco,USA,https://www.instagram.com/alinestudio_/,https://www.aline.studio/,19 de junio de 2023 18:46
28K Studio,Interactive,Copenhague,Denmark,https://www.instagram.com/28kstudio/,https://28k.studio/,19 de junio de 2023 18:52
Regular Practice,"Branding, Graphic Design",London,UK,https://www.instagram.com/regularpractice/,https://www.regularpractice.co.uk/,20 de junio de 2023 11:49
DoThings,"Branding, Graphic Design, Packaging","Los Angeles, New York, Paris","France, USA",https://www.instagram.com/dothings_nyc/,https://www.dothingsnyc.com/,20 de junio de 2023 11:52
Wedge,"Branding, Graphic Design, Packaging","Los Angeles, Montreal","Canada, USA",https://www.instagram.com/wedgestudio/,https://www.wedge.work/,20 de junio de 2023 17:04
Public Address,"Branding, Graphic Design",Toronto,Canada,https://www.instagram.com/publicaddress.studio/,https://publicaddress.studio/,20 de junio de 2023 17:07
Meat,"Branding, Graphic Design, Packaging","Beijing, Toronto","Canada, China",https://www.instagram.com/meat.studio/,https://meat.studio/,20 de junio de 2023 17:08
Vanderbrand,Branding,Toronto,Canada,https://www.instagram.com/vanderbrand/,https://www.vanderbrand.com/,20 de junio de 2023 17:10
Daughter,Branding,Calgary,Canada,https://www.instagram.com/daughter_creative/,https://www.daughtercreative.com/,20 de junio de 2023 18:19
Ingrid Picanyol Studio,"Branding, Graphic Design, Interactive, Packaging",Barcelona,Spain,https://www.instagram.com/ingridpicanyolstudio/,https://ingridpicanyol.com/,21 de junio de 2023 15:23
ANTIANTI,"Branding, Graphic Design",New York,USA,https://www.instagram.com/antiantistudio/,https://antiantinyc.com/,22 de junio de 2023 15:17
AHOY,"Branding, Graphic Design","New York, Zurich","Switzerland, USA",https://www.instagram.com/ahoystudios/,https://ahoystudios.com/,22 de junio de 2023 15:20
Brand New School,"Branding, Motion Graphics","Los Angeles, New York",USA,https://www.instagram.com/brandnewschool/,https://www.brandnewschool.com/,22 de junio de 2023 15:22
Bruce Mau Design,"Branding, Graphic Design, Interactive",Toronto,Canada,https://www.instagram.com/brucemaudesign/,https://www.brucemaudesign.com/,22 de junio de 2023 15:49
DesignStudio,Branding,"London, New York, ShangHai, Sydney","Australia, China, UK, USA",https://www.instagram.com/__designstudio__/,https://design.studio/,22 de junio de 2023 16:11
Turner Duckworth,"Branding, Packaging","London, New York, San Francisco","UK, USA",https://www.instagram.com/turner_duckworth/,https://turnerduckworth.com/,22 de junio de 2023 16:13
Chermayeff & Geismar & Haviv,Branding,New York,USA,https://www.instagram.com/chermayeff_geismar_haviv/,https://www.cghnyc.com/,22 de junio de 2023 17:49
Cinco,"Branding, Interactive, Packaging",Portland,USA,https://www.instagram.com/cinco.design/,https://cincodesign.com/,22 de junio de 2023 17:53
Code and Theory,Interactive,New York,USA,https://www.instagram.com/codeandtheory/,https://www.codeandtheory.com/,22 de junio de 2023 17:56
Everything Studio,"Graphic Design, Interactive",New York,USA,https://www.instagram.com/everythingstudiony/,http://everythingstudio.com/,22 de junio de 2023 17:59
